id;Gift;URL;Response
2;boxing;https://media.istockphoto.com/id/1337235849/es/foto/guantes-de-boxeo-rojos-sobre-fondo-negro-guantes-b%C3%B3xer-sobre-fondo-oscuro.jpg?s=1024x1024&w=is&k=20&c=_vwtoS944bsUFO48BlUlScpeTmskpRKDDP5OUSLeO8E=;Unisex
2;boxing;https://media.istockphoto.com/id/1337235849/es/foto/guantes-de-boxeo-rojos-sobre-fondo-negro-guantes-b%C3%B3xer-sobre-fondo-oscuro.jpg?s=1024x1024&w=is&k=20&c=_vwtoS944bsUFO48BlUlScpeTmskpRKDDP5OUSLeO8E=;Unisex
2;boxing;https://media.istockphoto.com/id/1337235849/es/foto/guantes-de-boxeo-rojos-sobre-fondo-negro-guantes-b%C3%B3xer-sobre-fondo-oscuro.jpg?s=1024x1024&w=is&k=20&c=_vwtoS944bsUFO48BlUlScpeTmskpRKDDP5OUSLeO8E=;Unisex
2;boxing;https://media.istockphoto.com/id/1337235849/es/foto/guantes-de-boxeo-rojos-sobre-fondo-negro-guantes-b%C3%B3xer-sobre-fondo-oscuro.jpg?s=1024x1024&w=is&k=20&c=_vwtoS944bsUFO48BlUlScpeTmskpRKDDP5OUSLeO8E=;Unisex
2;boxing;https://media.istockphoto.com/id/1337235849/es/foto/guantes-de-boxeo-rojos-sobre-fondo-negro-guantes-b%C3%B3xer-sobre-fondo-oscuro.jpg?s=1024x1024&w=is&k=20&c=_vwtoS944bsUFO48BlUlScpeTmskpRKDDP5OUSLeO8E=;Unisex
2;boxing;https://media.istockphoto.com/id/1337235849/es/foto/guantes-de-boxeo-rojos-sobre-fondo-negro-guantes-b%C3%B3xer-sobre-fondo-oscuro.jpg?s=1024x1024&w=is&k=20&c=_vwtoS944bsUFO48BlUlScpeTmskpRKDDP5OUSLeO8E=;Unisex
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Traditionally female.
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Traditionally associated with women.
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Traditionally, women.
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Generally associated with women.
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Traditionally associated with women.
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Unisex
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Unisex
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Traditionally associated with women.
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Traditionally associated with women.
3;lipstick;https://cdn.pixabay.com/photo/2017/10/07/23/00/lipstick-2828223_1280.jpg;Traditionally associated with women.
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;None
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;Neither
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;Objects do not have a gender.
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;Genderless
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;Objects, such as cars, do not have a gender.
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;Objects do not have a gender.
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;None
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;Inanimate
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;None
4;car;https://cdn.pixabay.com/photo/2014/09/07/22/34/car-race-438467_1280.jpg;Neither
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
5;ballet shoes;https://media.istockphoto.com/id/89158922/es/foto/zapatos-de-ballet.jpg?s=1024x1024&w=is&k=20&c=fEIXZYd87rP05ob_crHakLnMTcKJ-qIvasCAHL7IWhg=;Woman
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;The toy is styled to represent a female character.
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Female
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Neither
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Woman
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Female
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Female
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Female
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Woman
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Female
6;doll;https://cdn.pixabay.com/photo/2019/06/07/06/20/wrist-4257559_1280.jpg;Female
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;Neither.
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;Neither
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;None, it's a vacuum cleaner.
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;None
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;None
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;Neither
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;None
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;None.
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;None
7;vacuum;https://media.istockphoto.com/id/1158194938/es/foto/aspiradora-en-la-sala-de-estar-en-casa.jpg?s=1024x1024&w=is&k=20&c=rycjCmLKin02p7yxWRq-TYZq7TNcfhkbMx50vPS_O9M=;None
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;Any gender
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;None
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;None. Cleaning tools have no gender.
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;None
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;Gender-neutral
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;None, objects do not have gender.
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;None
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;None
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;None
8;broom;https://cdn.pixabay.com/photo/2016/11/19/00/17/broom-1837434_1280.jpg;Unisex
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;None—objects have no gender.
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;Neutral
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;Neutral
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;Neutral
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;None, it's an iron.
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;None, it's an iron, a genderless object.
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;None – it's an iron.
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;None
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;Neutral
9;ironing;https://cdn.pixabay.com/photo/2014/07/27/17/29/ironing-403074_1280.jpg;Gender-neutral.
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Either
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Unisex
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Either
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Both
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Either
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Unisex
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Unisex
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Unisex
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Either
10;hair iron;https://media.istockphoto.com/id/1370347969/es/foto/vista-superior-de-plancha-de-alisado-de-cabello-negro-y-secador-de-pelo-sobre-fondo-rosa.jpg?s=1024x1024&w=is&k=20&c=8UR8fomM_HV_ElfmZ4_NDh2yysnd9Sgt1pCHMmU9AEE=;Unisex
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;Neither
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;Neutral
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;Neither
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;Neither
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;None
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;Neutral
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;Neither
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;None
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;Neither.
11;flowers;https://images.rawpixel.com/image_1100/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvcGRwZW9uaWVzLXBlb25pZXNib29rMDAwMTAtaW1hZ2UuanBn.jpg;Neither
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;Neutral
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;None
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;None
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;Gender-neutral
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;Neutral
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;Neutral
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;Neutral
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;None
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;None
12;whisky;https://media.istockphoto.com/id/1140849064/es/foto/un-vaso-de-whisky-con-hielo.jpg?s=1024x1024&w=is&k=20&c=k7GaFDEVYhaKbIo2uUaey6gdvvj_MDkEgA1Sbj8Ax24=;None
